"Grants of entry clearance visas, by course level, 2018 to 2025 Q1 - dataset [Notes 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12] ",,,,,,
Link to notes,,,,,,
Year,Quarter,Nationality,Region,Visa type subgroup,Course level,Grants
2018,2018 Q1,South Korea,Asia East,Tier 4 - General Student,Bachelors,21
2018,2018 Q1,South Korea,Asia East,Tier 4 - General Student,Below Bachelors,25
2018,2018 Q1,South Korea,Asia East,Tier 4 - General Student,Doctoral,8
2018,2018 Q1,South Korea,Asia East,Tier 4 - General Student,Masters,13
2018,2018 Q1,South Korea,Asia East,Tier 4 - General Student,Pre-sessional English,13
2018,2018 Q1,South Sudan,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,2
2018,2018 Q1,South Sudan,Africa Sub-Saharan,Tier 4 - General Student,Below Bachelors,1
2018,2018 Q1,Sri Lanka,Asia South,Tier 4 - General Student,Bachelors,8
2018,2018 Q1,Sri Lanka,Asia South,Tier 4 - General Student,Below Bachelors,5
2018,2018 Q1,Sri Lanka,Asia South,Tier 4 - General Student,Doctoral,9
2018,2018 Q1,Sri Lanka,Asia South,Tier 4 - General Student,Masters,8
2018,2018 Q1,St Kitts and Nevis,America Central and South,Tier 4 - General Student,Bachelors,2
2018,2018 Q1,St Kitts and Nevis,America Central and South,Tier 4 - General Student,Below Bachelors,3
2018,2018 Q1,St Kitts and Nevis,America Central and South,Tier 4 - General Student,Masters,1
2018,2018 Q1,St Lucia,America Central and South,Tier 4 - General Student,Masters,2
2018,2018 Q1,St Vincent and the Grenadines,America Central and South,Tier 4 - General Student,Masters,1
2018,2018 Q1,Sudan,Africa North,Tier 4 - General Student,Bachelors,4
2018,2018 Q1,Sudan,Africa North,Tier 4 - General Student,Below Bachelors,6
2018,2018 Q1,Sudan,Africa North,Tier 4 - General Student,Doctoral,3
2018,2018 Q1,Sudan,Africa North,Tier 4 - General Student,Masters,7
2018,2018 Q1,Sudan,Africa North,Tier 4 - General Student,Pre-sessional English,1
2018,2018 Q1,Switzerland,Europe Other,Tier 4 - General Student,Below Bachelors,1
2018,2018 Q1,Syria,Middle East,Tier 4 - General Student,Below Bachelors,4
2018,2018 Q1,Syria,Middle East,Tier 4 - General Student,Doctoral,1
2018,2018 Q1,Syria,Middle East,Tier 4 - General Student,Masters,1
2018,2018 Q1,Syria,Middle East,Tier 4 - General Student,Pre-sessional English,1
2018,2018 Q1,Taiwan,Asia East,Tier 4 - General Student,Bachelors,17
2018,2018 Q1,Taiwan,Asia East,Tier 4 - General Student,Below Bachelors,10
2018,2018 Q1,Taiwan,Asia East,Tier 4 - General Student,Doctoral,7
2018,2018 Q1,Taiwan,Asia East,Tier 4 - General Student,Masters,17
2018,2018 Q1,Taiwan,Asia East,Tier 4 - General Student,Pre-sessional English,15
2018,2018 Q1,Tajikistan,Asia Central,Tier 4 - General Student,Bachelors,4
2018,2018 Q1,Tanzania,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,12
2018,2018 Q1,Tanzania,Africa Sub-Saharan,Tier 4 - General Student,Below Bachelors,8
2018,2018 Q1,Tanzania,Africa Sub-Saharan,Tier 4 - General Student,Doctoral,2
2018,2018 Q1,Tanzania,Africa Sub-Saharan,Tier 4 - General Student,Masters,19
2018,2018 Q1,Tanzania,Africa Sub-Saharan,Tier 4 - General Student,Pre-sessional English,1
2018,2018 Q1,Thailand,Asia South East,Tier 4 - General Student,Bachelors,19
2018,2018 Q1,Thailand,Asia South East,Tier 4 - General Student,Below Bachelors,25
2018,2018 Q1,Thailand,Asia South East,Tier 4 - General Student,Doctoral,25
2018,2018 Q1,Thailand,Asia South East,Tier 4 - General Student,Masters,98
2018,2018 Q1,Thailand,Asia South East,Tier 4 - General Student,Pre-sessional English,53
2018,2018 Q1,Togo,Africa Sub-Saharan,Tier 4 - General Student,Masters,1
2018,2018 Q1,Tonga,Oceania,Tier 4 - General Student,Doctoral,1
2018,2018 Q1,Trinidad and Tobago,America Central and South,Tier 4 - General Student,Bachelors,4
2018,2018 Q1,Trinidad and Tobago,America Central and South,Tier 4 - General Student,Masters,7
2018,2018 Q1,Tunisia,Africa North,Tier 4 - General Student,Bachelors,3
2018,2018 Q1,Tunisia,Africa North,Tier 4 - General Student,Below Bachelors,4
2018,2018 Q1,Tunisia,Africa North,Tier 4 - General Student,Doctoral,1
2018,2018 Q1,Tunisia,Africa North,Tier 4 - General Student,Masters,4
2018,2018 Q1,Tunisia,Africa North,Tier 4 - General Student,Pre-sessional English,1
2018,2018 Q1,Turkey,Europe Other,Tier 4 - General Student,Bachelors,25
2018,2018 Q1,Turkey,Europe Other,Tier 4 - General Student,Below Bachelors,16
2018,2018 Q1,Turkey,Europe Other,Tier 4 - General Student,Doctoral,67
2018,2018 Q1,Turkey,Europe Other,Tier 4 - General Student,Masters,58
2018,2018 Q1,Turkey,Europe Other,Tier 4 - General Student,Pre-sessional English,12
2018,2018 Q1,Turkmenistan,Asia Central,Tier 4 - General Student,Bachelors,2
2018,2018 Q1,Turkmenistan,Asia Central,Tier 4 - General Student,Below Bachelors,1
2018,2018 Q1,Turkmenistan,Asia Central,Tier 4 - General Student,Masters,1
2018,2018 Q1,Uganda,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,9
2018,2018 Q1,Uganda,Africa Sub-Saharan,Tier 4 - General Student,Below Bachelors,5
2018,2018 Q1,Uganda,Africa Sub-Saharan,Tier 4 - General Student,Doctoral,1
2018,2018 Q1,Uganda,Africa Sub-Saharan,Tier 4 - General Student,Masters,13
2018,2018 Q1,Ukraine,Europe Other,Tier 4 - General Student,Bachelors,11
2018,2018 Q1,Ukraine,Europe Other,Tier 4 - General Student,Below Bachelors,5
2018,2018 Q1,Ukraine,Europe Other,Tier 4 - General Student,Doctoral,3
2018,2018 Q1,Ukraine,Europe Other,Tier 4 - General Student,Masters,9
2018,2018 Q1,Ukraine,Europe Other,Tier 4 - General Student,Pre-sessional English,3
2018,2018 Q1,United Arab Emirates,Middle East,Tier 4 - General Student,Bachelors,6
2018,2018 Q1,United Arab Emirates,Middle East,Tier 4 - General Student,Below Bachelors,40
2018,2018 Q1,United Arab Emirates,Middle East,Tier 4 - General Student,Doctoral,9
2018,2018 Q1,United Arab Emirates,Middle East,Tier 4 - General Student,Masters,7
2018,2018 Q1,United States,America North,Tier 4 - General Student,Bachelors,296
2018,2018 Q1,United States,America North,Tier 4 - General Student,Below Bachelors,26
2018,2018 Q1,United States,America North,Tier 4 - General Student,Doctoral,66
2018,2018 Q1,United States,America North,Tier 4 - General Student,Masters,96
2018,2018 Q1,Uruguay,America Central and South,Tier 4 - General Student,Bachelors,1
2018,2018 Q1,Uzbekistan,Asia Central,Tier 4 - General Student,Bachelors,10
2018,2018 Q1,Uzbekistan,Asia Central,Tier 4 - General Student,Below Bachelors,1
2018,2018 Q1,Uzbekistan,Asia Central,Tier 4 - General Student,Doctoral,1
2018,2018 Q1,Uzbekistan,Asia Central,Tier 4 - General Student,Masters,9
2018,2018 Q1,Uzbekistan,Asia Central,Tier 4 - General Student,Pre-sessional English,2
2018,2018 Q1,Venezuela,America Central and South,Tier 4 - General Student,Bachelors,2
2018,2018 Q1,Venezuela,America Central and South,Tier 4 - General Student,Below Bachelors,2
2018,2018 Q1,Venezuela,America Central and South,Tier 4 - General Student,Masters,2
2018,2018 Q1,Vietnam,Asia South East,Tier 4 - General Student,Bachelors,27
2018,2018 Q1,Vietnam,Asia South East,Tier 4 - General Student,Below Bachelors,22
2018,2018 Q1,Vietnam,Asia South East,Tier 4 - General Student,Doctoral,11
2018,2018 Q1,Vietnam,Asia South East,Tier 4 - General Student,Masters,99
2018,2018 Q1,Vietnam,Asia South East,Tier 4 - General Student,Pre-sessional English,11
2018,2018 Q1,Yemen,Middle East,Tier 4 - General Student,Bachelors,2
2018,2018 Q1,Yemen,Middle East,Tier 4 - General Student,Below Bachelors,4
2018,2018 Q1,Yemen,Middle East,Tier 4 - General Student,Doctoral,1
2018,2018 Q1,Yemen,Middle East,Tier 4 - General Student,Masters,1
2018,2018 Q1,Zambia,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,7
2018,2018 Q1,Zambia,Africa Sub-Saharan,Tier 4 - General Student,Below Bachelors,7
2018,2018 Q1,Zambia,Africa Sub-Saharan,Tier 4 - General Student,Masters,4
2018,2018 Q1,Zambia,Africa Sub-Saharan,Tier 4 - General Student,Pre-sessional English,1
2018,2018 Q1,Zimbabwe,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,18
2018,2018 Q1,Zimbabwe,Africa Sub-Saharan,Tier 4 - General Student,Below Bachelors,9
2018,2018 Q1,Zimbabwe,Africa Sub-Saharan,Tier 4 - General Student,Masters,13
2018,2018 Q1,Zimbabwe,Africa Sub-Saharan,Tier 4 - General Student,Pre-sessional English,1
2018,2018 Q2,Afghanistan,Asia Central,Tier 4 - General Student,Below Bachelors,1
2018,2018 Q2,Afghanistan,Asia Central,Tier 4 - General Student,Masters,1
2018,2018 Q2,Albania,Europe Other,Tier 4 - General Student,Bachelors,1
2018,2018 Q2,Albania,Europe Other,Tier 4 - General Student,Doctoral,1
2018,2018 Q2,Albania,Europe Other,Tier 4 - General Student,Masters,6
2018,2018 Q2,Albania,Europe Other,Tier 4 - General Student,Pre-sessional English,1
2018,2018 Q2,Algeria,Africa North,Tier 4 - General Student,Bachelors,2
2018,2018 Q2,Algeria,Africa North,Tier 4 - General Student,Below Bachelors,6
2018,2018 Q2,Algeria,Africa North,Tier 4 - General Student,Doctoral,2
2018,2018 Q2,Algeria,Africa North,Tier 4 - General Student,Masters,4
2018,2018 Q2,Algeria,Africa North,Tier 4 - General Student,Pre-sessional English,2
2018,2018 Q2,Angola,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,6
2018,2018 Q2,Angola,Africa Sub-Saharan,Tier 4 - General Student,Masters,1
2018,2018 Q2,Argentina,America Central and South,Tier 4 - General Student,Below Bachelors,2
2018,2018 Q2,Argentina,America Central and South,Tier 4 - General Student,Masters,4
2018,2018 Q2,Armenia,Europe Other,Tier 4 - General Student,Bachelors,1
2018,2018 Q2,Armenia,Europe Other,Tier 4 - General Student,Doctoral,1
2018,2018 Q2,Armenia,Europe Other,Tier 4 - General Student,Masters,1
2018,2018 Q2,Australia,Oceania,Tier 4 - General Student,Bachelors,19
2018,2018 Q2,Australia,Oceania,Tier 4 - General Student,Below Bachelors,5
2018,2018 Q2,Australia,Oceania,Tier 4 - General Student,Doctoral,4
2018,2018 Q2,Australia,Oceania,Tier 4 - General Student,Masters,25
2018,2018 Q2,Azerbaijan,Europe Other,Tier 4 - General Student,Bachelors,2
2018,2018 Q2,Azerbaijan,Europe Other,Tier 4 - General Student,Doctoral,1
2018,2018 Q2,Azerbaijan,Europe Other,Tier 4 - General Student,Masters,2
2018,2018 Q2,Azerbaijan,Europe Other,Tier 4 - General Student,Pre-sessional English,1
2018,2018 Q2,"Bahamas, The",America Central and South,Tier 4 - General Student,Bachelors,1
2018,2018 Q2,"Bahamas, The",America Central and South,Tier 4 - General Student,Masters,1
2018,2018 Q2,Bahrain,Middle East,Tier 4 - General Student,Bachelors,2
2018,2018 Q2,Bahrain,Middle East,Tier 4 - General Student,Below Bachelors,2
2018,2018 Q2,Bahrain,Middle East,Tier 4 - General Student,Doctoral,2
2018,2018 Q2,Bahrain,Middle East,Tier 4 - General Student,Masters,3
2018,2018 Q2,Bahrain,Middle East,Tier 4 - General Student,Pre-sessional English,5
2018,2018 Q2,Bangladesh,Asia South,Tier 4 - General Student,Bachelors,8
2018,2018 Q2,Bangladesh,Asia South,Tier 4 - General Student,Below Bachelors,4
2018,2018 Q2,Bangladesh,Asia South,Tier 4 - General Student,Doctoral,12
2018,2018 Q2,Bangladesh,Asia South,Tier 4 - General Student,Masters,17
2018,2018 Q2,Bangladesh,Asia South,Tier 4 - General Student,Pre-sessional English,2
2018,2018 Q2,Barbados,America Central and South,Tier 4 - General Student,Below Bachelors,1
2018,2018 Q2,Bhutan,Asia South,Tier 4 - General Student,Masters,2
2018,2018 Q2,Bolivia,America Central and South,Tier 4 - General Student,Pre-sessional English,1
2018,2018 Q2,Botswana,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,1
2018,2018 Q2,Botswana,Africa Sub-Saharan,Tier 4 - General Student,Doctoral,3
2018,2018 Q2,Botswana,Africa Sub-Saharan,Tier 4 - General Student,Masters,4
2018,2018 Q2,Brazil,America Central and South,Tier 4 - General Student,Bachelors,3
2018,2018 Q2,Brazil,America Central and South,Tier 4 - General Student,Below Bachelors,3
2018,2018 Q2,Brazil,America Central and South,Tier 4 - General Student,Doctoral,8
2018,2018 Q2,Brazil,America Central and South,Tier 4 - General Student,Masters,22
2018,2018 Q2,Brazil,America Central and South,Tier 4 - General Student,Pre-sessional English,4
2018,2018 Q2,British overseas citizens,Other,Tier 4 - General Student,Bachelors,1
2018,2018 Q2,Brunei,Asia South East,Tier 4 - General Student,Bachelors,1
2018,2018 Q2,Brunei,Asia South East,Tier 4 - General Student,Below Bachelors,1
2018,2018 Q2,Brunei,Asia South East,Tier 4 - General Student,Doctoral,1
2018,2018 Q2,Cambodia,Asia South East,Tier 4 - General Student,Below Bachelors,1
2018,2018 Q2,Cambodia,Asia South East,Tier 4 - General Student,Pre-sessional English,3
2018,2018 Q2,Cameroon,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,2
2018,2018 Q2,Cameroon,Africa Sub-Saharan,Tier 4 - General Student,Doctoral,2
2018,2018 Q2,Cameroon,Africa Sub-Saharan,Tier 4 - General Student,Masters,2
2018,2018 Q2,Canada,America North,Tier 4 - General Student,Bachelors,30
2018,2018 Q2,Canada,America North,Tier 4 - General Student,Below Bachelors,12
2018,2018 Q2,Canada,America North,Tier 4 - General Student,Doctoral,13
2018,2018 Q2,Canada,America North,Tier 4 - General Student,Masters,61
2018,2018 Q2,Canada,America North,Tier 4 - General Student,Pre-sessional English,1
2018,2018 Q2,Cape Verde,Africa Sub-Saharan,Tier 4 - General Student,Pre-sessional English,1
2018,2018 Q2,Chile,America Central and South,Tier 4 - General Student,Bachelors,2
2018,2018 Q2,Chile,America Central and South,Tier 4 - General Student,Below Bachelors,1
2018,2018 Q2,Chile,America Central and South,Tier 4 - General Student,Doctoral,6
2018,2018 Q2,Chile,America Central and South,Tier 4 - General Student,Masters,18
2018,2018 Q2,Chile,America Central and South,Tier 4 - General Student,Pre-sessional English,11
2018,2018 Q2,China,Asia East,Tier 4 - General Student,Bachelors,"1,926"
2018,2018 Q2,China,Asia East,Tier 4 - General Student,Below Bachelors,621
2018,2018 Q2,China,Asia East,Tier 4 - General Student,Doctoral,154
2018,2018 Q2,China,Asia East,Tier 4 - General Student,Masters,"4,122"
2018,2018 Q2,China,Asia East,Tier 4 - General Student,Pre-sessional English,"17,149"
2018,2018 Q2,Colombia,America Central and South,Tier 4 - General Student,Bachelors,2
2018,2018 Q2,Colombia,America Central and South,Tier 4 - General Student,Below Bachelors,1
2018,2018 Q2,Colombia,America Central and South,Tier 4 - General Student,Doctoral,4
2018,2018 Q2,Colombia,America Central and South,Tier 4 - General Student,Masters,20
2018,2018 Q2,Colombia,America Central and South,Tier 4 - General Student,Pre-sessional English,14
2018,2018 Q2,Congo (Democratic Republic),Africa Sub-Saharan,Tier 4 - General Student,Bachelors,1
2018,2018 Q2,Congo (Democratic Republic),Africa Sub-Saharan,Tier 4 - General Student,Masters,1
2018,2018 Q2,Costa Rica,America Central and South,Tier 4 - General Student,Below Bachelors,1
2018,2018 Q2,Costa Rica,America Central and South,Tier 4 - General Student,Masters,2
2018,2018 Q2,Djibouti,Africa Sub-Saharan,Tier 4 - General Student,Pre-sessional English,1
2018,2018 Q2,Dominica,America Central and South,Tier 4 - General Student,Bachelors,1
2018,2018 Q2,Ecuador,America Central and South,Tier 4 - General Student,Bachelors,2
2018,2018 Q2,Ecuador,America Central and South,Tier 4 - General Student,Doctoral,4
2018,2018 Q2,Ecuador,America Central and South,Tier 4 - General Student,Masters,7
2018,2018 Q2,Ecuador,America Central and South,Tier 4 - General Student,Pre-sessional English,2
2018,2018 Q2,Egypt,Africa North,Tier 4 - General Student,Bachelors,25
2018,2018 Q2,Egypt,Africa North,Tier 4 - General Student,Below Bachelors,2
2018,2018 Q2,Egypt,Africa North,Tier 4 - General Student,Doctoral,18
2018,2018 Q2,Egypt,Africa North,Tier 4 - General Student,Masters,5
2018,2018 Q2,Egypt,Africa North,Tier 4 - General Student,Pre-sessional English,5
2018,2018 Q2,Eritrea,Africa Sub-Saharan,Tier 4 - General Student,Masters,1
2018,2018 Q2,Ethiopia,Africa Sub-Saharan,Tier 4 - General Student,Masters,2
2018,2018 Q2,"Gambia, The",Africa Sub-Saharan,Tier 4 - General Student,Bachelors,1
2018,2018 Q2,"Gambia, The",Africa Sub-Saharan,Tier 4 - General Student,Doctoral,2
2018,2018 Q2,Georgia,Europe Other,Tier 4 - General Student,Doctoral,1
2018,2018 Q2,Georgia,Europe Other,Tier 4 - General Student,Masters,3
2018,2018 Q2,Ghana,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,4
2018,2018 Q2,Ghana,Africa Sub-Saharan,Tier 4 - General Student,Doctoral,5
2018,2018 Q2,Ghana,Africa Sub-Saharan,Tier 4 - General Student,Masters,5
2018,2018 Q2,Ghana,Africa Sub-Saharan,Tier 4 - General Student,Pre-sessional English,1
2018,2018 Q2,Grenada,America Central and South,Tier 4 - General Student,Masters,1
2018,2018 Q2,Guyana,America Central and South,Tier 4 - General Student,Bachelors,1
2018,2018 Q2,Guyana,America Central and South,Tier 4 - General Student,Masters,3
2018,2018 Q2,Hong Kong,Asia East,Tier 4 - General Student,Bachelors,23
2018,2018 Q2,Hong Kong,Asia East,Tier 4 - General Student,Below Bachelors,17
2018,2018 Q2,Hong Kong,Asia East,Tier 4 - General Student,Doctoral,3
2018,2018 Q2,Hong Kong,Asia East,Tier 4 - General Student,Masters,39
2018,2018 Q2,Hong Kong,Asia East,Tier 4 - General Student,Pre-sessional English,55
2018,2018 Q2,India,Asia South,Tier 4 - General Student,Bachelors,65
2018,2018 Q2,India,Asia South,Tier 4 - General Student,Below Bachelors,73
2018,2018 Q2,India,Asia South,Tier 4 - General Student,Doctoral,39
2018,2018 Q2,India,Asia South,Tier 4 - General Student,Masters,341
2018,2018 Q2,India,Asia South,Tier 4 - General Student,Pre-sessional English,6
2018,2018 Q2,Indonesia,Asia South East,Tier 4 - General Student,Bachelors,9
2018,2018 Q2,Indonesia,Asia South East,Tier 4 - General Student,Below Bachelors,10
2018,2018 Q2,Indonesia,Asia South East,Tier 4 - General Student,Doctoral,13
2018,2018 Q2,Indonesia,Asia South East,Tier 4 - General Student,Masters,35
2018,2018 Q2,Indonesia,Asia South East,Tier 4 - General Student,Pre-sessional English,10
2018,2018 Q2,Iran,Middle East,Tier 4 - General Student,Bachelors,3
2018,2018 Q2,Iran,Middle East,Tier 4 - General Student,Doctoral,18
2018,2018 Q2,Iran,Middle East,Tier 4 - General Student,Masters,11
2018,2018 Q2,Iran,Middle East,Tier 4 - General Student,Pre-sessional English,12
2018,2018 Q2,Iraq,Middle East,Tier 4 - General Student,Bachelors,1
2018,2018 Q2,Iraq,Middle East,Tier 4 - General Student,Doctoral,4
2018,2018 Q2,Iraq,Middle East,Tier 4 - General Student,Masters,4
2018,2018 Q2,Iraq,Middle East,Tier 4 - General Student,Pre-sessional English,5
2018,2018 Q2,Israel,Middle East,Tier 4 - General Student,Bachelors,2
2018,2018 Q2,Israel,Middle East,Tier 4 - General Student,Below Bachelors,3
2018,2018 Q2,Israel,Middle East,Tier 4 - General Student,Masters,1
2018,2018 Q2,Ivory Coast,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,1
2018,2018 Q2,Jamaica,America Central and South,Tier 4 - General Student,Doctoral,2
2018,2018 Q2,Japan,Asia East,Tier 4 - General Student,Bachelors,64
2018,2018 Q2,Japan,Asia East,Tier 4 - General Student,Below Bachelors,22
2018,2018 Q2,Japan,Asia East,Tier 4 - General Student,Doctoral,4
2018,2018 Q2,Japan,Asia East,Tier 4 - General Student,Masters,139
2018,2018 Q2,Japan,Asia East,Tier 4 - General Student,Pre-sessional English,78
2018,2018 Q2,Jordan,Middle East,Tier 4 - General Student,Bachelors,3
2018,2018 Q2,Jordan,Middle East,Tier 4 - General Student,Below Bachelors,2
2018,2018 Q2,Jordan,Middle East,Tier 4 - General Student,Doctoral,17
2018,2018 Q2,Jordan,Middle East,Tier 4 - General Student,Masters,13
